ID	symbol
ENSMUSG00000083235	Gm13246
ENSMUSG00000083236	Gm7222
ENSMUSG00000083243	Gm14668
ENSMUSG00000083244	Gm15180
ENSMUSG00000083245	Gm11185
ENSMUSG00000083246	Gm11839
ENSMUSG00000083254	Gm15116
ENSMUSG00000083255	Gm12738
ENSMUSG00000083256	Kars1-ps1
ENSMUSG00000083257	Gm15568
ENSMUSG00000083258	Gm5939
ENSMUSG00000083261	Gm7816
ENSMUSG00000083267	Or5w9-ps1
ENSMUSG00000083269	Gm13254
ENSMUSG00000083270	Gm13498
ENSMUSG00000083271	Gm12384
ENSMUSG00000083276	Gm13551
ENSMUSG00000083277	Gm15376
ENSMUSG00000083278	Gm14589
ENSMUSG00000083279	Pex13-ps
ENSMUSG00000083281	Gm13332
ENSMUSG00000083282	Ctsf
ENSMUSG00000083289	Gm8812
ENSMUSG00000083292	Gm12010
ENSMUSG00000083293	Mup-ps28
ENSMUSG00000083296	Gm12638
ENSMUSG00000083297	Vmn1r-ps114
ENSMUSG00000083298	Gm12085
ENSMUSG00000083299	Gm12332
ENSMUSG00000083303	Gm12110
ENSMUSG00000083307	AA414768
ENSMUSG00000083310	Gm5760
ENSMUSG00000083315	Gm11871
ENSMUSG00000083319	Gm11284
ENSMUSG00000083320	Gm13935
ENSMUSG00000083324	Gm14997
ENSMUSG00000083325	Gm14121
ENSMUSG00000083328	Gm11826
ENSMUSG00000083331	Gm12400
ENSMUSG00000083332	Gm7599
ENSMUSG00000083335	Gm13397
ENSMUSG00000083336	Or10ak10-ps1
ENSMUSG00000083337	Gm11539
ENSMUSG00000083338	Gm12475
ENSMUSG00000083342	Gm14237
ENSMUSG00000083343	Gm14666
ENSMUSG00000083344	Gm7363
ENSMUSG00000083346	Gm8260
ENSMUSG00000083348	Vmn1r-ps99
ENSMUSG00000083350	Gm9060
ENSMUSG00000083358	Or9g21-ps
ENSMUSG00000083359	Gm12656
ENSMUSG00000083361	Or12k7
ENSMUSG00000083362	Gm8606
ENSMUSG00000083371	Gm11422
ENSMUSG00000083374	Gm11449
ENSMUSG00000083380	Ndufb4c
ENSMUSG00000083383	Or52e51-ps1
ENSMUSG00000083386	Gm15426
ENSMUSG00000083387	Gm11860
ENSMUSG00000083390	Gm13121
ENSMUSG00000083391	Gm14148
ENSMUSG00000083394	Gm11703
ENSMUSG00000083396	Gm15542
ENSMUSG00000083403	Gm13041
ENSMUSG00000083413	Vmn1r-ps110
ENSMUSG00000083418	Or8u37-ps1
ENSMUSG00000083421	Gm14776
ENSMUSG00000083434	Gm12760
ENSMUSG00000083437	Gm15187
ENSMUSG00000083438	Gm5402
ENSMUSG00000083440	Rpl7a-ps12
ENSMUSG00000083454	Gm13226
ENSMUSG00000083456	Gm13108
ENSMUSG00000083460	Gm12182
ENSMUSG00000083466	Gm15225
ENSMUSG00000083468	Gm9431
ENSMUSG00000083469	Gm14281
ENSMUSG00000083471	Gm12118
ENSMUSG00000083474	Gm15267
ENSMUSG00000083478	Gm15375
ENSMUSG00000083481	Rps8-ps2
ENSMUSG00000083482	Gm14706
ENSMUSG00000083483	Gm14044
ENSMUSG00000083486	Gm14521
ENSMUSG00000083488	Gm8534
ENSMUSG00000083493	Gm15044
ENSMUSG00000083496	Gm11263
ENSMUSG00000083498	Gm14172
ENSMUSG00000083499	Gm14609
ENSMUSG00000083508	Gm6027
ENSMUSG00000083510	Gm13478
ENSMUSG00000083512	Gm12749
ENSMUSG00000083513	Or52f1-ps1
ENSMUSG00000083515	Gm14577
ENSMUSG00000083519	Gm13674
ENSMUSG00000083520	Gm6418
ENSMUSG00000083534	H2-M6-ps
ENSMUSG00000083539	Gm12466
ENSMUSG00000083542	Or1ad7-ps1
ENSMUSG00000083547	Gm13321
ENSMUSG00000083548	Gm11514
ENSMUSG00000083549	Gm11227
ENSMUSG00000083555	Gm12035
ENSMUSG00000083561	Gm5942
ENSMUSG00000083562	Gm13234
ENSMUSG00000083564	Gm11929
ENSMUSG00000083567	Gm11451
ENSMUSG00000083569	Gm13666
ENSMUSG00000083580	Rpsa-ps3
ENSMUSG00000083584	Gm15394
ENSMUSG00000083590	Gm13916
ENSMUSG00000083594	Gm13722
ENSMUSG00000083595	Gm9200
ENSMUSG00000083596	Rpl21-ps15
ENSMUSG00000083598	Gm14579
ENSMUSG00000083599	Gm12821
ENSMUSG00000083614	Gm12795
ENSMUSG00000083616	H2ab3
ENSMUSG00000083617	Gm5390
ENSMUSG00000083618	Gm11771
ENSMUSG00000083619	Gm14414
ENSMUSG00000083621	Gm14586
ENSMUSG00000083622	Gm15570
ENSMUSG00000083623	Gm7224
ENSMUSG00000083627	Gm12502
ENSMUSG00000083628	Gm2030
ENSMUSG00000083631	Gm13366
ENSMUSG00000083632	Gm11786
ENSMUSG00000083640	Gm8876
ENSMUSG00000083648	Gm14229
ENSMUSG00000083649	Rasl2-9
ENSMUSG00000083651	Gm11524
ENSMUSG00000083654	Gm11875
ENSMUSG00000083663	Gm14903
ENSMUSG00000083668	Gm5648
ENSMUSG00000083672	Kpna2-ps
ENSMUSG00000083673	Vmn1r-ps111
ENSMUSG00000083677	Gm11699
ENSMUSG00000083681	Gm6640
ENSMUSG00000083684	Gm14034
ENSMUSG00000083689	Gm14094
ENSMUSG00000083692	Gm9575
ENSMUSG00000083695	Rnf138rt1
ENSMUSG00000083697	Gm13914
ENSMUSG00000083698	Gm12687
ENSMUSG00000083701	Gm4912
ENSMUSG00000083706	Or10ag56
ENSMUSG00000083707	Gm13592
ENSMUSG00000083716	Gm13436
ENSMUSG00000083717	Gm13865
ENSMUSG00000083720	Gm12901
ENSMUSG00000083721	Gm7700
ENSMUSG00000083731	Gm16202
ENSMUSG00000083733	Gm13035
ENSMUSG00000083738	Gm14592
ENSMUSG00000083742	Vmn1r-ps3
ENSMUSG00000083744	Gm14824
ENSMUSG00000083748	Gm11662
ENSMUSG00000083749	Gm13100
ENSMUSG00000083753	Gm12814
ENSMUSG00000083754	Gm7803
ENSMUSG00000083763	Gm9050
ENSMUSG00000083764	Gm11516
ENSMUSG00000083767	Gm11405
ENSMUSG00000083768	Gm15362
ENSMUSG00000083772	Gm15566
ENSMUSG00000083773	Gm13394
ENSMUSG00000083784	Gm14729
ENSMUSG00000083786	Rps18-ps2
ENSMUSG00000083798	Gm14584
ENSMUSG00000083804	Gm13676
ENSMUSG00000083807	Gm13466
ENSMUSG00000083814	Gm5133
ENSMUSG00000083816	Gm13033
ENSMUSG00000083817	Gm14400
ENSMUSG00000083819	Gm11977
ENSMUSG00000083820	Ndufs6b
ENSMUSG00000083821	Gm14631
ENSMUSG00000083822	Hmgb1-ps5
ENSMUSG00000083825	Or1ad5-ps1
ENSMUSG00000083826	Gm13039
ENSMUSG00000083827	Gm15712
ENSMUSG00000083828	Gm15006
ENSMUSG00000083829	Gm2199
ENSMUSG00000083830	Gm8839
ENSMUSG00000083831	Gm14248
ENSMUSG00000083832	Gm13771
ENSMUSG00000083837	Gm14427
ENSMUSG00000083847	Xlr3d-ps
ENSMUSG00000083848	Gm7309
ENSMUSG00000083849	Gm13477
ENSMUSG00000083851	Gm12365
ENSMUSG00000083852	Gm13007
ENSMUSG00000083858	Gm14979
ENSMUSG00000083860	Gm13313
ENSMUSG00000083864	Gm13719
ENSMUSG00000083868	Gm12477
ENSMUSG00000083874	Gm7494
ENSMUSG00000083878	Gm12034
ENSMUSG00000083884	Gm15388
ENSMUSG00000083888	Gm12441
ENSMUSG00000083890	Gm15703
ENSMUSG00000083892	Gm1848
ENSMUSG00000083893	Gm13347
ENSMUSG00000083899	Gm12346
ENSMUSG00000083904	Gm12805
ENSMUSG00000083907	Plk-ps1
ENSMUSG00000083910	Gm13604
ENSMUSG00000083911	Gm4342
ENSMUSG00000083914	Rps18-ps1
ENSMUSG00000083915	Gm13932
ENSMUSG00000083916	Gm15476
ENSMUSG00000083919	Tpi-rs8
ENSMUSG00000083920	Gm14987
ENSMUSG00000083924	Gm12304
ENSMUSG00000083928	Gm4991
ENSMUSG00000083931	Gm14518
ENSMUSG00000083937	Cct3-ps1
ENSMUSG00000083939	Gm14451
ENSMUSG00000083942	Scgb1b26-ps
ENSMUSG00000083946	Gm11359
ENSMUSG00000083947	Or10al6
ENSMUSG00000083948	Gm7158
ENSMUSG00000083954	Gm12179
ENSMUSG00000083955	Gm14785
ENSMUSG00000083956	Gm12361
ENSMUSG00000083960	Gm4918
ENSMUSG00000083969	Or8k1d-ps1
ENSMUSG00000083970	Gm15081
ENSMUSG00000083972	Gm14802
ENSMUSG00000083975	Gm14215
ENSMUSG00000083977	Mageb8-ps
ENSMUSG00000083988	Rps10-ps4
ENSMUSG00000083989	Gm12607
ENSMUSG00000083992	Gm11478
ENSMUSG00000083993	Gm14398
ENSMUSG00000083994	Gm16465
ENSMUSG00000083997	Gm12920
ENSMUSG00000084000	Gm14653
ENSMUSG00000084004	Gm12047
ENSMUSG00000084009	Rhox7-ps1
ENSMUSG00000084010	Gm13302
ENSMUSG00000084012	Gm11956
ENSMUSG00000084017	Rpl21-ps9
ENSMUSG00000084021	Gm5832
ENSMUSG00000084022	Gm16459
ENSMUSG00000084025	Gm6276
ENSMUSG00000084027	Gm12376
ENSMUSG00000084029	Gm8855
ENSMUSG00000084031	Gm7416
ENSMUSG00000084034	Gm12617
ENSMUSG00000084039	Gm14551
ENSMUSG00000084041	Gm15312
ENSMUSG00000084044	Gm14647
ENSMUSG00000084046	Gm11833
ENSMUSG00000084053	Gm14904
ENSMUSG00000084056	Rhox3b-ps
ENSMUSG00000084057	Gm8916
ENSMUSG00000084063	Gm5934
ENSMUSG00000084065	Gm15159
ENSMUSG00000084071	Gm13378
ENSMUSG00000084072	Gm11285
ENSMUSG00000084076	Gm14600
ENSMUSG00000084078	Or1v1-ps1
ENSMUSG00000084081	Gm12057
ENSMUSG00000084089	Gm14099
ENSMUSG00000084090	Gm11245
ENSMUSG00000084092	Gm5843
ENSMUSG00000084094	Gm13961
ENSMUSG00000084096	Vmn1r-ps135
ENSMUSG00000084098	Gm13422
ENSMUSG00000084106	Gm6136
ENSMUSG00000084111	Gm15710
ENSMUSG00000084114	Gm8421
ENSMUSG00000084115	Gm13566
ENSMUSG00000084116	Gm12460
ENSMUSG00000084117	Or8k26-ps1
ENSMUSG00000084120	Gm11624
ENSMUSG00000084127	Gm13169
ENSMUSG00000084128	Esrp2
ENSMUSG00000084130	Gm11704
ENSMUSG00000084131	Rpl3-ps2
ENSMUSG00000084133	Gm12856
ENSMUSG00000084134	Gm13930
ENSMUSG00000084135	Pom121l12
ENSMUSG00000084136	Vmn1r207
ENSMUSG00000084146	Gm12104
ENSMUSG00000084147	Gm15075
ENSMUSG00000084154	Gm15644
ENSMUSG00000084155	Gm7113
ENSMUSG00000084161	Gm15061
ENSMUSG00000084162	Gm11251
ENSMUSG00000084164	Gm13902
ENSMUSG00000084166	Gm6451
ENSMUSG00000084167	Gm13924
ENSMUSG00000084172	Gm16420
ENSMUSG00000084173	Gm5287
ENSMUSG00000084174	Sycn
ENSMUSG00000084177	Gm13508
ENSMUSG00000084178	Gm11759
ENSMUSG00000084182	Taar7c-ps
ENSMUSG00000084183	Gm12009
ENSMUSG00000084184	Gm13474
ENSMUSG00000084188	Gm12851
ENSMUSG00000084189	Gm8089
ENSMUSG00000084192	Gm13282
ENSMUSG00000084193	Gm6823
ENSMUSG00000084195	Gm15372
ENSMUSG00000084203	Gm15593
ENSMUSG00000084205	Gm8061
ENSMUSG00000084217	Setd9-ps
ENSMUSG00000084218	Gm8145
ENSMUSG00000084220	Gm12387
ENSMUSG00000084226	Gm13426
ENSMUSG00000084228	Gm8080
ENSMUSG00000084234	4933405O20Rik
ENSMUSG00000084238	Gm13076
ENSMUSG00000084240	Gm15383
ENSMUSG00000084241	Gm13416
ENSMUSG00000084244	Gm14020
ENSMUSG00000084245	Gm14994
ENSMUSG00000084249	Gm12267
ENSMUSG00000084253	Gm11256
ENSMUSG00000084254	Defa-ps11
ENSMUSG00000084257	Gm11597
ENSMUSG00000084271	Gm14846
ENSMUSG00000084275	Gm5396
ENSMUSG00000084276	Gm8317
ENSMUSG00000084278	Gm12189
ENSMUSG00000084285	Gm13451
ENSMUSG00000084286	Cyp2j15-ps
ENSMUSG00000084287	Gm14576
ENSMUSG00000084292	Gm13535
ENSMUSG00000084294	Gm13533
ENSMUSG00000084299	Gm6630
ENSMUSG00000084301	Gm7856
ENSMUSG00000084302	Gm12194
ENSMUSG00000084303	Gm8216
ENSMUSG00000084306	Gm11743
ENSMUSG00000084308	Gm14593
ENSMUSG00000084314	Rps15a-ps3
ENSMUSG00000084315	Vmn1r-ps128
ENSMUSG00000084320	Gm14125
ENSMUSG00000084325	Gm15550
ENSMUSG00000084329	Gm6733
ENSMUSG00000084331	Gm8163
ENSMUSG00000084333	Gm11599
ENSMUSG00000084334	Gm13494
ENSMUSG00000084336	Or4x6
ENSMUSG00000084337	Gm14986
ENSMUSG00000084338	Gm13531
ENSMUSG00000084339	Gm6141
ENSMUSG00000084341	Gm3928
ENSMUSG00000084342	Gm11224
ENSMUSG00000084345	Rpl17-ps4
ENSMUSG00000084346	Cyp4a30b
ENSMUSG00000084348	Gm14608
ENSMUSG00000084349	Rpl3-ps1
ENSMUSG00000084356	Or52c1-ps1
ENSMUSG00000084358	Gm11352
ENSMUSG00000084360	Gm11797
ENSMUSG00000084361	Gm8202
ENSMUSG00000084363	Gm2288
ENSMUSG00000084366	Gm15313
ENSMUSG00000084367	Gm15142
ENSMUSG00000084370	Gm15442
ENSMUSG00000084371	Gm14113
ENSMUSG00000084373	Rps2-ps4
ENSMUSG00000084377	Gm15302
ENSMUSG00000084379	Gm12957
ENSMUSG00000084381	AA413626
ENSMUSG00000084383	Gm13370
ENSMUSG00000084384	Gm12251
ENSMUSG00000084399	Gm15666
ENSMUSG00000084403	Rps15a-ps8
ENSMUSG00000084411	Gm11510
ENSMUSG00000084413	Gm12017
ENSMUSG00000084416	Rpl10a-ps1
ENSMUSG00000084417	Gm23463
ENSMUSG00000084421	Gm25107
ENSMUSG00000084425	Gm25104
ENSMUSG00000084428	Gm25102
ENSMUSG00000084435	Gm23429
ENSMUSG00000084437	Gm23428
ENSMUSG00000084441	Gm26255
ENSMUSG00000084442	Gm26253
ENSMUSG00000084447	Gm26251
ENSMUSG00000084448	Gm26256
ENSMUSG00000084449	Gm26257
ENSMUSG00000084450	Gm24595
ENSMUSG00000084453	Gm24596
ENSMUSG00000084454	Gm24592
ENSMUSG00000084456	Gm24593
ENSMUSG00000084458	Mir1907
ENSMUSG00000084459	Gm24598
ENSMUSG00000084461	Gm22958
ENSMUSG00000084466	Gm22960
ENSMUSG00000084473	Gm25784
ENSMUSG00000084474	Gm25783
ENSMUSG00000084479	Gm26424
ENSMUSG00000084487	Gm23787
ENSMUSG00000084493	Gm22106
ENSMUSG00000084497	Gm22107
ENSMUSG00000084504	Gm25323
ENSMUSG00000084505	Gm25322
ENSMUSG00000084506	Gm23792
ENSMUSG00000084507	Gm25321
ENSMUSG00000084514	Mir1893
ENSMUSG00000084516	Mir1902
ENSMUSG00000084517	Gm22480
ENSMUSG00000084521	Gm24183
ENSMUSG00000084523	Mir1903
ENSMUSG00000084527	Gm24185
ENSMUSG00000084535	Mir1906-1
ENSMUSG00000084549	DQ267100
ENSMUSG00000084550	Gm25269
ENSMUSG00000084551	Gm24839
ENSMUSG00000084552	Gm24840
ENSMUSG00000084555	Gm25270
ENSMUSG00000084558	Gm24836
ENSMUSG00000084559	Mir1906-2
ENSMUSG00000084560	Gm26478
ENSMUSG00000084564	Mir1895
ENSMUSG00000084565	Mir1901
ENSMUSG00000084569	Gm26479
ENSMUSG00000084575	Gm23656
ENSMUSG00000084576	Gm23655
ENSMUSG00000084579	Gm23661
ENSMUSG00000084590	Mir1896
ENSMUSG00000084592	Mir1898
ENSMUSG00000084593	Gm22345
ENSMUSG00000084601	Gm23111
ENSMUSG00000084604	Gm22205
ENSMUSG00000084606	Gm23118
ENSMUSG00000084607	Gm22208
ENSMUSG00000084617	Gm22073
ENSMUSG00000084619	Gm25045
ENSMUSG00000084621	Gm25106
ENSMUSG00000084629	Gm25112
ENSMUSG00000084632	Gm23887
ENSMUSG00000084638	Gm23889
ENSMUSG00000084646	Gm24381
ENSMUSG00000084647	Gm24382
ENSMUSG00000084648	Gm24378
ENSMUSG00000084651	Mir1904
ENSMUSG00000084652	Gm22717
ENSMUSG00000084659	Gm22720
ENSMUSG00000084661	Gm24635
ENSMUSG00000084663	Mir1900
ENSMUSG00000084665	Gm23214
ENSMUSG00000084667	Gm23212
ENSMUSG00000084669	Gm23206
ENSMUSG00000084678	Gm26020
ENSMUSG00000084686	Gm22027
ENSMUSG00000084690	Gm24896
ENSMUSG00000084696	Gm24892
ENSMUSG00000084700	Gm22984
ENSMUSG00000084714	Gm24631
ENSMUSG00000084717	Gm24630
ENSMUSG00000084725	Gm24141
ENSMUSG00000084728	Mir1905
ENSMUSG00000084737	Gm25805
ENSMUSG00000084739	Gm22067
ENSMUSG00000084740	Gm25294
ENSMUSG00000084745	Gm25290
ENSMUSG00000084747	Mir1899
ENSMUSG00000084748	Gm25289
ENSMUSG00000084751	Mir1894
ENSMUSG00000084752	Gm22451
ENSMUSG00000084753	Gm22452
ENSMUSG00000084754	Gm12532
ENSMUSG00000084762	Platr3
ENSMUSG00000084764	Grip1os2
ENSMUSG00000084771	A230072E10Rik
ENSMUSG00000084772	Gm15473
ENSMUSG00000084773	Gm12159
ENSMUSG00000084780	Gm15350
ENSMUSG00000084782	Tex53
ENSMUSG00000084786	Ubl5
ENSMUSG00000084787	Gm12436
ENSMUSG00000084789	Gm29942
ENSMUSG00000084798	4930533B01Rik
ENSMUSG00000084799	Ino80dos
ENSMUSG00000084804	1700095J12Rik
ENSMUSG00000084805	Gm12273
ENSMUSG00000084811	1700092E19Rik
ENSMUSG00000084819	Gm11967
ENSMUSG00000084821	Gm15880
ENSMUSG00000084824	Gm16344
ENSMUSG00000084834	4930565N06Rik
ENSMUSG00000084836	Gm16274
ENSMUSG00000084839	Gm38455
ENSMUSG00000084840	Gm11468
ENSMUSG00000084842	Pabpc1l2b
ENSMUSG00000084843	B230312C02Rik
ENSMUSG00000084844	Hoxb3os
ENSMUSG00000084845	Tmem240
ENSMUSG00000084848	4933408N05Rik
ENSMUSG00000084850	Gm12092
ENSMUSG00000084854	Gm12678
ENSMUSG00000084859	1700080N15Rik
ENSMUSG00000084861	1700095J07Rik
ENSMUSG00000084871	Gm2800
ENSMUSG00000084880	Tomm6os
ENSMUSG00000084883	Ccdc85c
ENSMUSG00000084884	Gm12289
ENSMUSG00000084890	A830036E02Rik
ENSMUSG00000084891	Gm12958
ENSMUSG00000084893	Hba-ps4
ENSMUSG00000084898	Gm12371
ENSMUSG00000084902	Cdhr18
ENSMUSG00000084904	Gm14827
ENSMUSG00000084909	4930528G23Rik
ENSMUSG00000084915	C230037L18Rik
ENSMUSG00000084918	Gm12708
ENSMUSG00000084919	Ptprtos
ENSMUSG00000084924	Vmn1r-ps103
ENSMUSG00000084925	1810062O18Rik
ENSMUSG00000084927	Slco1a7
ENSMUSG00000084929	Foxo6os
ENSMUSG00000084937	Gm11228
ENSMUSG00000084946	Dlx1as
ENSMUSG00000084949	Gm16249
ENSMUSG00000084950	Gm5577
ENSMUSG00000084951	Mipepos
ENSMUSG00000084955	Gm14349
ENSMUSG00000084957	Bbip1
ENSMUSG00000084963	Gm14936
ENSMUSG00000084965	Gm13857
ENSMUSG00000084966	2810471M01Rik
ENSMUSG00000084971	4930579D09Rik
ENSMUSG00000084973	Gm13848
ENSMUSG00000084980	Slc36a1os
ENSMUSG00000084984	Far1os
ENSMUSG00000084989	Crocc2
ENSMUSG00000084992	Gm13842
ENSMUSG00000084995	Lyzl4os
ENSMUSG00000084998	Gm16279
ENSMUSG00000085003	Pip5k1bos
ENSMUSG00000085004	5430427M07Rik
ENSMUSG00000085007	Smim43
ENSMUSG00000085008	Dbhos
ENSMUSG00000085014	Gm13490
ENSMUSG00000085019	Pard3bos2
ENSMUSG00000085022	Gm5860
ENSMUSG00000085024	C230035I16Rik
ENSMUSG00000085025	Gm13715
ENSMUSG00000085032	Gm11217
ENSMUSG00000085041	BB031773
ENSMUSG00000085054	Gm15834
ENSMUSG00000085060	E330016L19Rik
ENSMUSG00000085066	Gm4989
ENSMUSG00000085067	Gm15631
ENSMUSG00000085069	Prdm16os
ENSMUSG00000085073	Gm14562
ENSMUSG00000085074	Gm11494
ENSMUSG00000085075	Gm15669
ENSMUSG00000085077	1700049E15Rik
ENSMUSG00000085078	C030013C21Rik
ENSMUSG00000085079	Khdc1b
ENSMUSG00000085081	Rptoros
ENSMUSG00000085084	4930570G19Rik
ENSMUSG00000085085	1700086P04Rik
ENSMUSG00000085089	Arhgap15os
ENSMUSG00000085103	Gm16357
ENSMUSG00000085105	Gm12758
ENSMUSG00000085111	Ascl4
ENSMUSG00000085114	1600025M17Rik
ENSMUSG00000085116	Gm2735
ENSMUSG00000085122	4933404K08Rik
ENSMUSG00000085123	Rubie
ENSMUSG00000085125	Gm16070
ENSMUSG00000085126	Gm12589
ENSMUSG00000085139	Sertm2
ENSMUSG00000085143	Gm11520
ENSMUSG00000085146	Eif2c5l
ENSMUSG00000085152	Gm11496
ENSMUSG00000085157	4930515L19Rik
ENSMUSG00000085162	Gm12295
ENSMUSG00000085171	D830026I12Rik
ENSMUSG00000085173	Gm2869
ENSMUSG00000085175	Gm11423
ENSMUSG00000085181	Gm12709
ENSMUSG00000085183	Wincr1
ENSMUSG00000085197	1700125H03Rik
ENSMUSG00000085199	Gm15346
ENSMUSG00000085207	Gm11767
ENSMUSG00000085208	Brip1os
ENSMUSG00000085217	6030471H07Rik
ENSMUSG00000085225	Gm14637
ENSMUSG00000085227	6330418K02Rik
ENSMUSG00000085232	Gm11962
ENSMUSG00000085234	Gm15614
ENSMUSG00000085236	2610206C17Rik
ENSMUSG00000085238	4930479D17Rik
ENSMUSG00000085247	4930545L23Rik
ENSMUSG00000085251	Gm12326
ENSMUSG00000085252	8430437L04Rik
ENSMUSG00000085253	Gm16833
ENSMUSG00000085257	Gm13264
ENSMUSG00000085260	Med9os
ENSMUSG00000085263	1700125G02Rik
ENSMUSG00000085265	Nell1os
ENSMUSG00000085271	E130006D01Rik
ENSMUSG00000085272	Sbk3
ENSMUSG00000085275	Gm14487
ENSMUSG00000085278	Gm12841
ENSMUSG00000085281	Gm13316
ENSMUSG00000085286	Ube4bos3
ENSMUSG00000085287	4833418N02Rik
ENSMUSG00000085292	Gm12853
ENSMUSG00000085297	Gm11651
ENSMUSG00000085298	F730035M05Rik
ENSMUSG00000085301	Gm12132
ENSMUSG00000085302	Trav8-2
ENSMUSG00000085304	Gm12802
ENSMUSG00000085316	D330050G23Rik
ENSMUSG00000085320	Gm11548
ENSMUSG00000085327	Gm16104
ENSMUSG00000085333	1700030A11Rik
ENSMUSG00000085338	2410004I01Rik
ENSMUSG00000085347	Hk1os
ENSMUSG00000085350	4930529I22Rik
ENSMUSG00000085358	Gm14437
ENSMUSG00000085378	Gm11415
ENSMUSG00000085382	Gm13861
ENSMUSG00000085388	Ptf1aos
ENSMUSG00000085389	1700003M07Rik
ENSMUSG00000085394	2210414B05Rik
ENSMUSG00000085402	Gm12111
ENSMUSG00000085405	4930441J16Rik
ENSMUSG00000085407	1700095J03Rik
ENSMUSG00000085416	1700019G24Rik
ENSMUSG00000085418	Grip1os1
ENSMUSG00000085419	Gm11734
ENSMUSG00000085421	4732490B19Rik
ENSMUSG00000085424	Fhad1os1
ENSMUSG00000085427	6430710C18Rik
ENSMUSG00000085436	Zfp335os
ENSMUSG00000085437	1700047A11Rik
ENSMUSG00000085438	Oip5os1
ENSMUSG00000085440	Sorbs2os
ENSMUSG00000085442	Gm3362
ENSMUSG00000085447	9530026F06Rik
ENSMUSG00000085451	Gm40614
ENSMUSG00000085452	4930554G24Rik
ENSMUSG00000085453	Gm12018
ENSMUSG00000085457	1110046J04Rik
ENSMUSG00000085464	Gm16208
ENSMUSG00000085468	4930483K19Rik
ENSMUSG00000085470	1700012C14Rik
ENSMUSG00000085472	Gm15691
ENSMUSG00000085481	Gm16304
ENSMUSG00000085484	Gm13539
ENSMUSG00000085486	Ccdc200
ENSMUSG00000085488	4930557F10Rik
ENSMUSG00000085495	Gm16796
ENSMUSG00000085496	4930517E11Rik
ENSMUSG00000085497	Gm15985
ENSMUSG00000085499	Gm15713
ENSMUSG00000085502	Gm12320
ENSMUSG00000085511	Gm11738
ENSMUSG00000085512	Gm11958
ENSMUSG00000085514	Bcas3os2
ENSMUSG00000085515	C630028M04Rik
ENSMUSG00000085516	4930538E20Rik
ENSMUSG00000085528	4930401O10Rik
ENSMUSG00000085531	Slc36a3os
ENSMUSG00000085553	Gm14808
ENSMUSG00000085559	Gm11959
ENSMUSG00000085561	1700046C09Rik
ENSMUSG00000085562	2610028E06Rik
ENSMUSG00000085576	Dpy19l2
ENSMUSG00000085580	1700061F12Rik
ENSMUSG00000085582	3110099E03Rik
ENSMUSG00000085584	Rtl9
ENSMUSG00000085588	3110004A20Rik
ENSMUSG00000085589	A430078I02Rik
ENSMUSG00000085595	Gm16090
ENSMUSG00000085600	E330012B07Rik
ENSMUSG00000085601	Meiosin
ENSMUSG00000085610	Gm14747
ENSMUSG00000085619	4930555B12Rik
ENSMUSG00000085622	3110056K07Rik
ENSMUSG00000085623	Gm16041
ENSMUSG00000085628	Appbp2os
ENSMUSG00000085631	9630028H03Rik
ENSMUSG00000085632	Gm12381
ENSMUSG00000085633	Bloc1s6os
ENSMUSG00000085634	Gm15290
ENSMUSG00000085637	1700048M11Rik
ENSMUSG00000085639	Gm50627
ENSMUSG00000085641	4930465M20Rik
ENSMUSG00000085643	Gm12519
ENSMUSG00000085645	Hoxb5os
ENSMUSG00000085649	A730032A03Rik
ENSMUSG00000085653	Gm15179
ENSMUSG00000085668	Gm35202
ENSMUSG00000085675	Gm12022
ENSMUSG00000085677	4930594O21Rik
ENSMUSG00000085681	Gm13982
ENSMUSG00000085683	Tmem238l
ENSMUSG00000085691	Gm14216
ENSMUSG00000085696	Hoxaas3
ENSMUSG00000085706	Gm9428
ENSMUSG00000085708	Gm16063
ENSMUSG00000085715	Tsix
ENSMUSG00000085717	Hmgb4os
ENSMUSG00000085719	4933424L21Rik
ENSMUSG00000085720	Gm7854
ENSMUSG00000085721	Gm57839
ENSMUSG00000085723	Gm15915
ENSMUSG00000085730	Ccl19-ps5
ENSMUSG00000085740	4930505K14Rik
ENSMUSG00000085747	Slc13a2os
ENSMUSG00000085750	Gm14009
ENSMUSG00000085751	Gm15412
ENSMUSG00000085757	Tslrn1
ENSMUSG00000085761	4930455G09Rik
ENSMUSG00000085763	Smc2os
ENSMUSG00000085772	D630024D03Rik
ENSMUSG00000085776	5430402O13Rik
ENSMUSG00000085785	Sox5os3
ENSMUSG00000085786	Gm15987
ENSMUSG00000085790	Gm54246
ENSMUSG00000085793	Lin52
ENSMUSG00000085794	Vax2os
ENSMUSG00000085795	Zfp703
ENSMUSG00000085796	4933406D12Rik
ENSMUSG00000085801	1700013N06Rik
ENSMUSG00000085804	LOC108168713
ENSMUSG00000085810	Gm16325
ENSMUSG00000085811	Cep112it
ENSMUSG00000085812	Gm15843
ENSMUSG00000085820	4933406K04Rik
ENSMUSG00000085826	Gm15638
ENSMUSG00000085828	Gm15612
ENSMUSG00000085829	Gm4285
ENSMUSG00000085830	Grin1os
ENSMUSG00000085831	Lncbate3
ENSMUSG00000085833	Gm13003
ENSMUSG00000085837	Kcnmb4os2
ENSMUSG00000085841	Gm4954
ENSMUSG00000085843	Kank4os
ENSMUSG00000085845	Gm13944
ENSMUSG00000085851	4921518K17Rik
